scenario,density,density_veh_km_lane,weather,hazard_type,policy,slot_epochs,seed,rwcr,tir_median_s,tir_p95_s,tx_per_at_risk_informed,actionable_deadline_miss_rate,transmissions
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,1,0.8268290284162312,1.1000000000000005,3.6550000000000002,2.0,0.4285714285714286,24.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,2,0.5405367478596573,3.5999999999999996,5.26,1.7777777777777777,0.625,16.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,3,0.6199430797162562,1.4000000000000004,3.5300000000000002,1.6,0.6153846153846154,16.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,4,0.8389711353887087,1.9500000000000002,3.3000000000000007,1.4375,0.30434782608695654,23.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,5,0.7018218097804755,1.2000000000000002,2.1399999999999992,1.3076923076923077,0.4347826086956522,17.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,6,0.5220714522845914,0.35000000000000053,0.6000000000000005,1.375,0.6799999999999999,11.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,7,0.8310455580544485,1.6000000000000005,2.8000000000000007,1.6923076923076923,0.45833333333333337,22.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,8,0.42552438746497495,0.3000000000000007,0.9750000000000001,1.5714285714285714,0.6956521739130435,11.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,5,9,0.6067024229162062,0.3000000000000007,1.2799999999999998,2.0,0.5909090909090908,18.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,0,0.7768003530626405,2.45,5.645000000000001,1.5,0.4545454545454546,21.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,1,0.7670436217505605,1.9000000000000004,6.205,2.2,0.5714285714285714,22.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,2,0.4839859840368323,4.550000000000001,6.865,1.625,0.7916666666666666,13.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,3,0.6841346236492601,2.5,6.250000000000001,1.5454545454545454,0.6153846153846154,17.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,4,0.8618314732767025,5.550000000000001,11.2,1.5294117647058822,0.6521739130434783,26.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,5,0.8858956817838112,2.3000000000000007,8.229999999999999,1.411764705882353,0.4347826086956522,24.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,6,0.5220714522845914,0.35000000000000053,0.6000000000000005,1.375,0.6799999999999999,11.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,7,0.7514353769953893,2.2500000000000004,4.845000000000001,1.9166666666666667,0.5,23.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,8,0.39130148167881496,0.3000000000000007,1.475,1.5,0.7391304347826086,9.0
rural_highway,2.0,2.0,clear,fog_bank,dvcast,10,9,0.8749489985065126,0.5,4.835000000000001,1.7142857142857142,0.36363636363636365,24.0
rural_highway,20.0,20.0,clear,fog_bank,slotted_1p,1,0,0.9199837185549777,0.40000000000000036,0.5,1.0267857142857142,0.323170731707317,115.0
