scenario,density,density_veh_km_lane,weather,hazard_type,seed,topology_split,hazard_split,weather_split,risk_est_precision,risk_est_recall,risk_est_f1,risk_peak_corr,n_at_risk_oracle,n_at_risk_causal,oracle_horizon_s,backend
rural_highway,1.0,1.0,dense_fog,crash,0,train,train,held_out,0.8333333333333334,0.625,0.7142857142857143,0.8566251018458136,8,6,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,1,train,train,held_out,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.4256781618194274,11,7,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,2,train,train,held_out,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.5155473074107403,9,6,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,3,train,train,held_out,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.5594430043496657,9,6,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,4,train,train,held_out,0.8333333333333334,0.625,0.7142857142857143,0.6781667491577267,8,6,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,5,train,train,held_out,0.8,0.5714285714285714,0.6666666666666666,0.5802182711173507,7,5,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,6,train,train,held_out,0.75,0.5,0.6,0.7260872546365925,6,4,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,7,train,train,held_out,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.42717466820454975,9,6,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,8,train,train,held_out,0.8333333333333334,0.5,0.625,0.5693657534979529,10,6,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,crash,9,train,train,held_out,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.3276408017634693,11,7,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,0,train,held_out,held_out,0.8333333333333334,1.0,0.9090909090909091,0.8965832481473105,10,12,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,1,train,held_out,held_out,0.8461538461538461,1.0,0.9166666666666666,0.80787983473223,11,13,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,2,train,held_out,held_out,0.8461538461538461,1.0,0.9166666666666666,0.7800199782360047,11,13,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,3,train,held_out,held_out,0.9166666666666666,1.0,0.9565217391304348,0.897556007586065,11,12,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,4,train,held_out,held_out,0.8333333333333334,1.0,0.9090909090909091,0.8032858411235214,10,12,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,5,train,held_out,held_out,0.8,1.0,0.888888888888889,0.7993199823386113,8,10,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,6,train,held_out,held_out,0.8,1.0,0.888888888888889,0.7710529395176933,8,10,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,7,train,held_out,held_out,0.7857142857142857,1.0,0.88,0.7942078395477055,11,14,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,8,train,held_out,held_out,0.9230769230769231,1.0,0.9600000000000001,0.9086387380791952,12,13,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,waterlogging,9,train,held_out,held_out,0.8461538461538461,1.0,0.9166666666666666,0.7529336634149398,11,13,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,0,train,held_out,held_out,0.8333333333333334,1.0,0.9090909090909091,0.8973650140450415,10,12,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,1,train,held_out,held_out,0.8461538461538461,1.0,0.9166666666666666,0.8097275758214463,11,13,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,2,train,held_out,held_out,0.8461538461538461,1.0,0.9166666666666666,0.7819717415085127,11,13,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,3,train,held_out,held_out,0.9166666666666666,1.0,0.9565217391304348,0.8986369724884469,11,12,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,4,train,held_out,held_out,0.8333333333333334,1.0,0.9090909090909091,0.8041569600260419,10,12,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,5,train,held_out,held_out,0.8,1.0,0.888888888888889,0.801209685518045,8,10,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,6,train,held_out,held_out,0.8,1.0,0.888888888888889,0.7722910278506725,8,10,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,7,train,held_out,held_out,0.8571428571428571,1.0,0.923076923076923,0.7962841837524286,12,14,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,8,train,held_out,held_out,0.9230769230769231,1.0,0.9600000000000001,0.9096333619979469,12,13,226.35532333438687,fallback
rural_highway,1.0,1.0,dense_fog,black_ice,9,train,held_out,held_out,0.8461538461538461,1.0,0.9166666666666666,0.7546404546193317,11,13,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,0,train,train,train,0.4166666666666667,1.0,0.5882352941176471,0.11773996648389914,10,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,1,train,train,train,0.4782608695652174,1.0,0.6470588235294118,0.1359370052134399,11,23,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,2,train,train,train,0.625,1.0,0.7692307692307693,-0.11249149057923229,15,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,3,train,train,train,0.4583333333333333,1.0,0.6285714285714286,0.3193518323272547,11,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,4,train,train,train,0.375,1.0,0.5454545454545454,-0.13178578272922367,9,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,5,train,train,train,0.4583333333333333,1.0,0.6285714285714286,0.025516565924919014,11,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,6,train,train,train,0.625,1.0,0.7692307692307693,-0.204318808639936,15,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,7,train,train,train,0.4166666666666667,1.0,0.5882352941176471,-0.01607525808912429,10,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,8,train,train,train,0.25,1.0,0.4,0.14659105231749528,6,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,fog_bank,9,train,train,train,0.5217391304347826,1.0,0.6857142857142856,0.24974822538796201,12,23,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,0,train,train,train,0.4166666666666667,1.0,0.5882352941176471,0.09167993462849867,10,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,1,train,train,train,0.4782608695652174,1.0,0.6470588235294118,0.1661258865969565,11,23,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,2,train,train,train,0.625,1.0,0.7692307692307693,-0.08893614301690839,15,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,3,train,train,train,0.4583333333333333,1.0,0.6285714285714286,-0.14215076977509963,11,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,4,train,train,train,0.375,1.0,0.5454545454545454,-0.12134860921091434,9,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,5,train,train,train,0.4583333333333333,1.0,0.6285714285714286,0.18886450803283472,11,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,6,train,train,train,0.625,1.0,0.7692307692307693,-0.13435633156023483,15,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,7,train,train,train,0.4166666666666667,1.0,0.5882352941176471,-0.20345217541408037,10,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,8,train,train,train,0.25,1.0,0.4,0.11413331809258123,6,24,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,landslide,9,train,train,train,0.5217391304347826,1.0,0.6857142857142856,0.2357426892765031,12,23,226.35532333438687,fallback
urban_nlos,1.0,1.0,clear,crash,0,train,train,train,0.43478260869565216,1.0,0.6060606060606061,0.2375727329822384,10,23,226.35532333438687,fallback
