scenario,density,density_veh_km_lane,weather,hazard_type,policy,tau,seed,topology_split,hazard_split,weather_split,checkpoint_sha,actionable_deadline_miss_rate,airtime_ms,airtime_per_at_risk_informed_ms,at_risk_coverage,collisions_per_delivered,coverage,deadline_miss_rate,dissemination_cbr,latency_mean_s,latency_p95_s,max_hops,pdr,redundancy_ratio,rwcr,spatial_reach_m,tir_median_s,tir_p95_s,tir_uninformed_frac,transmissions,tx_per_at_risk_informed,gate_fallback_rate,gate_confidence_mean,backend,config_hash,comm_range_m,cs_range_m,hazard_severity,metrics_version
rural_highway,1.0,1.0,clear,fog_bank,slotted_1p,,8,train,train,train,,1.0,0.88,inf,0.0,0.0,0.11538461538461539,1.0,7.339449541284404e-06,0.06666666666666703,0.10000000000000053,1.0,0.8,0.6666666666666666,0.0,401.13287353515625,nan,nan,1.0,2.0,inf,nan,nan,sumo,c54d07d25697,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,slotted_1p,,9,train,train,train,,0.9090909090909091,2.2,2.2,0.09090909090909091,0.0,0.23076923076923078,0.9090909090909091,1.834862385321101e-05,0.2500000000000003,0.5,3.0,0.9,0.8333333333333334,0.13383644952960638,1286.7642822265625,0.3000000000000007,0.3000000000000007,0.8333333333333334,5.0,5.0,nan,nan,sumo,f587f5ccb844,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,0,train,train,train,,1.0,0.44,inf,0.0,0.0,0.11538461538461539,1.0,3.669724770642202e-06,0.06666666666666703,0.10000000000000053,1.0,1.0,0.3333333333333333,0.0,254.44004821777344,nan,nan,1.0,1.0,inf,nan,nan,sumo,33a49d079fe5,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,1,train,train,train,,1.0,0.44,inf,0.0,0.0,0.11538461538461539,1.0,3.669724770642202e-06,0.06666666666666703,0.10000000000000053,1.0,1.0,0.3333333333333333,0.0,155.1228485107422,nan,nan,1.0,1.0,inf,nan,nan,sumo,fc7ccd8e5ee0,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,2,train,train,train,,0.9090909090909091,1.76,1.76,0.09090909090909091,0.0,0.23076923076923078,0.9090909090909091,1.4678899082568807e-05,0.1666666666666671,0.3000000000000007,3.0,0.7777777777777778,0.6666666666666666,0.1301043619121086,1282.6842041015625,0.20000000000000018,0.20000000000000018,0.8333333333333334,4.0,4.0,nan,nan,sumo,ae0de34cca95,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,3,train,train,train,,1.0,0.44,inf,0.0,0.0,0.11538461538461539,1.0,3.669724770642202e-06,0.06666666666666703,0.10000000000000053,1.0,1.0,0.3333333333333333,0.0,221.2731475830078,nan,nan,1.0,1.0,inf,nan,nan,sumo,f34abdb312ff,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,4,train,train,train,,1.0,0.44,inf,0.0,0.0,0.11538461538461539,1.0,3.669724770642202e-06,0.06666666666666703,0.10000000000000053,1.0,1.0,0.3333333333333333,0.0,212.75404357910156,nan,nan,1.0,1.0,inf,nan,nan,sumo,571b9b7b0a7a,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,5,train,train,train,,1.0,0.44,inf,0.0,0.0,0.07692307692307693,1.0,3.669724770642202e-06,0.050000000000000266,0.0950000000000005,1.0,0.5,0.5,0.0,36.19970703125,nan,nan,1.0,1.0,inf,nan,nan,sumo,10b356c151dd,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,6,train,train,train,,1.0,0.88,inf,0.0,0.0,0.11538461538461539,1.0,7.339449541284404e-06,0.10000000000000024,0.1900000000000002,2.0,0.75,0.6666666666666666,0.0,50.23191452026367,nan,nan,1.0,2.0,inf,nan,nan,sumo,2f6f004c3fee,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,7,train,train,train,,1.0,0.44,inf,0.0,0.0,0.11538461538461539,1.0,3.669724770642202e-06,0.06666666666666703,0.10000000000000053,1.0,1.0,0.3333333333333333,0.0,256.8700256347656,nan,nan,1.0,1.0,inf,nan,nan,sumo,3907d6f78e82,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,8,train,train,train,,1.0,0.88,inf,0.0,0.0,0.11538461538461539,1.0,7.339449541284404e-06,0.06666666666666703,0.10000000000000053,1.0,0.8,0.6666666666666666,0.0,401.13287353515625,nan,nan,1.0,2.0,inf,nan,nan,sumo,2f5d47db9772,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,weighted_p,,9,train,train,train,,0.9090909090909091,2.2,2.2,0.09090909090909091,0.0,0.23076923076923078,0.9090909090909091,1.834862385321101e-05,0.1666666666666671,0.3000000000000007,3.0,0.9,0.8333333333333334,0.13383644952960638,1282.8843994140625,0.20000000000000018,0.20000000000000018,0.8333333333333334,5.0,5.0,nan,nan,sumo,68a63b0e943b,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,counter_based,,0,train,train,train,,1.0,0.88,inf,0.0,0.0,0.11538461538461539,1.0,7.339449541284404e-06,0.06666666666666703,0.10000000000000053,1.0,1.0,0.6666666666666666,0.0,254.44004821777344,nan,nan,1.0,2.0,inf,nan,nan,sumo,d4ff1d038127,610.4,932.8,0.8,3
rural_highway,1.0,1.0,clear,fog_bank,counter_based,,1,train,train,train,,1.0,0.44,inf,0.0,0.0,0.11538461538461539,1.0,3.669724770642202e-06,0.06666666666666703,0.10000000000000053,1.0,1.0,0.3333333333333333,0.0,155.1228485107422,nan,nan,1.0,1.0,inf,nan,nan,sumo,51fec9db9848,610.4,932.8,0.8,3
